course_id,title,provider,description,duration_hours,competency_tags,category,difficulty,course_url,source,active
IGOT_DPI_101,Digital Public Infrastructure in Governance (India Stack),National e-Governance Division (NeGD),"Architecture of Aadhaar authentication, UPI, DigiLocker, and API Setu.",4.0,"Digital Public Infrastructure, Cloud Computing for Government",Digital Governance,Beginner,https://igotkarmayogi.gov.in/learn/course/igot_dpi_101,iGOT Karmayogi Prototype Catalogue,True
IGOT_SAS_101,Enterprise SAS Programming for Large Scale Census Data,National Academy of Statistical Administration,"DATA step programming, PROC SQL, and macro programming in SAS.",8.0,"SAS Analytics, SQL & Database Queries",Technical,Advanced,https://igotkarmayogi.gov.in/learn/course/igot_sas_101,iGOT Karmayogi Prototype Catalogue,True
IGOT_DEC_101,Evidence-Based Decision Making in Public Policy,NITI Aayog / CBC,Transforming raw statistical indicators into actionable policy interventions and memos.,5.0,"Evidence-Based Decision Making, Official Communication & Reporting",Behavioural / Managerial,Intermediate,https://igotkarmayogi.gov.in/learn/course/igot_dec_101,iGOT Karmayogi Prototype Catalogue,True
IGOT_CHG_101,Change Management & Modernization in Public Systems,IIPA New Delhi,"Leading digital transformation, managing resistance, and agile workflows in government.",4.5,"Change Management in Governance, Leadership & Team Management",Behavioural / Managerial,Intermediate,https://igotkarmayogi.gov.in/learn/course/igot_chg_101,iGOT Karmayogi Prototype Catalogue,True
IGOT_PY_201,Advanced Python: Data Pipelines and Automation,NIC / Digital India,"Building production-grade ETL scripts, cron automations, and data validation suites in Python.",9.0,"Python for Data Analysis, APIs & Data Integration, Data Quality Frameworks",Technical,Advanced,https://igotkarmayogi.gov.in/learn/course/igot_py_201,iGOT Karmayogi Prototype Catalogue,True
IGOT_SQL_201,Advanced SQL Window Functions and Analytical Aggregations,NIC Training Wing,"Partitioning, lead/lag functions, recursive queries, and database optimization.",6.5,"SQL & Database Queries, Python for Data Analysis",Technical,Advanced,https://igotkarmayogi.gov.in/learn/course/igot_sql_201,iGOT Karmayogi Prototype Catalogue,True
IGOT_SNA_301,Quarterly GDP and High-Frequency Economic Tracking,National Accounts Division,"Benchmarking techniques (Denton method), leading indicator models, and seasonal adjustments.",9.5,"National Accounts, Price Statistics, Industrial Statistics",Statistical,Advanced,https://igotkarmayogi.gov.in/learn/course/igot_sna_301,iGOT Karmayogi Prototype Catalogue,True
IGOT_SURV_201,Computer-Assisted Personal Interviewing (CAPI) Deployment,NSSTA Greater Noida,"Survey solutions, CSPro scripting, real-time validation rules, and GPS tag verification.",6.0,"Survey Design, Data Quality Frameworks, GIS & Spatial Statistics",Statistical,Intermediate,https://igotkarmayogi.gov.in/learn/course/igot_surv_201,iGOT Karmayogi Prototype Catalogue,True
IGOT_CPI_201,Hedonic Pricing and Web Scraping for Inflation Monitoring,Price Statistics Division,"Modern price collection methods, e-commerce web scraping, and quality adjustment algorithms.",7.0,"Price Statistics, Python for Data Analysis, AI & Machine Learning in Statistics",Statistical,Advanced,https://igotkarmayogi.gov.in/learn/course/igot_cpi_201,iGOT Karmayogi Prototype Catalogue,True
IGOT_R_201,Applied Econometrics and Panel Data in R,ISI Kolkata / DoPT,"Fixed effects, random effects, GMM estimators, and instrumental variable analysis.",10.0,"R Programming, National Accounts, Labour Statistics",Technical,Advanced,https://igotkarmayogi.gov.in/learn/course/igot_r_201,iGOT Karmayogi Prototype Catalogue,True
IGOT_SDG_201,State & UT SDG Index Construction and Tracking,NITI Aayog,"Target setting, normalization techniques, composite index scoring, and dashboarding.",5.5,"SDG Indicators, Data Visualization & Dashboards, Official Communication & Reporting",Statistical,Intermediate,https://igotkarmayogi.gov.in/learn/course/igot_sdg_201,iGOT Karmayogi Prototype Catalogue,True
IGOT_CYBER_201,Incident Handling and CERT-In Security Protocols,CERT-In / MeitY,"Log analysis, vulnerability assessment, breach escalation, and encryption standards.",5.0,"Cybersecurity & Data Protection, Cloud Computing for Government",Digital Governance,Intermediate,https://igotkarmayogi.gov.in/learn/course/igot_cyber_201,iGOT Karmayogi Prototype Catalogue,True
IGOT_DPDP_201,Statistical Disclosure Control & Microdata Anonymization,MoSPI Data Innovation Lab,"SDC techniques, perturbation, top-coding, k-anonymity, and l-diversity in public releases.",6.5,"Data Privacy & Anonymization, Data Quality Frameworks, Metadata Standards",Digital Governance,Advanced,https://igotkarmayogi.gov.in/learn/course/igot_dpdp_201,iGOT Karmayogi Prototype Catalogue,True
IGOT_VIZ_201,Interactive BI Dashboard Engineering for MoSPI Indicators,NIC Analytics Wing,Connecting live SQL databases to interactive dashboards with drill-downs and role filters.,7.0,"Data Visualization & Dashboards, SQL & Database Queries, APIs & Data Integration",Technical,Advanced,https://igotkarmayogi.gov.in/learn/course/igot_viz_201,iGOT Karmayogi Prototype Catalogue,True
IGOT_GIS_201,Spatial Statistics and Hotspot Analysis for Socio-Economic Data,ISRO / NSSTA,"Moran's I, Getis-Ord Gi*, kernel density estimation, and district-level vulnerability maps.",8.0,"GIS & Spatial Statistics, SDG Indicators, Survey Design",Technical,Advanced,https://igotkarmayogi.gov.in/learn/course/igot_gis_201,iGOT Karmayogi Prototype Catalogue,True
IGOT_PROJ_101,Project Management in Large-Scale Statistical Surveys,ISTM New Delhi,"Gantt charts, milestone tracking, resource allocation, and quality risk registers.",6.0,"Project Management in Statistical Surveys, Leadership & Team Management",Behavioural / Managerial,Intermediate,https://igotkarmayogi.gov.in/learn/course/igot_proj_101,iGOT Karmayogi Prototype Catalogue,True
IGOT_LABOUR_201,Informal Sector & Unorganized Labour Measurement,V.V. Giri National Labour Institute,"Measuring gig workers, platform economy, social security coverage, and wage differentials.",6.5,"Labour Statistics, Survey Design, National Accounts",Statistical,Intermediate,https://igotkarmayogi.gov.in/learn/course/igot_labour_201,iGOT Karmayogi Prototype Catalogue,True
IGOT_IND_201,Index of Industrial Production (IIP): Base Revision & Compilation,Economic Statistics Division,"Item basket weighting, non-response estimation, and item substitution rules.",7.0,"Industrial Statistics, Price Statistics, Data Quality Frameworks",Statistical,Intermediate,https://igotkarmayogi.gov.in/learn/course/igot_ind_201,iGOT Karmayogi Prototype Catalogue,True
IGOT_QUAL_201,Automated Validation Rules and Error Auditing in Survey Portals,DIID MoSPI,"Developing regex checks, boundary constraints, and consistency matrices for web surveys.",5.5,"Data Quality Frameworks, Python for Data Analysis, Survey Design",Statistical,Intermediate,https://igotkarmayogi.gov.in/learn/course/igot_qual_201,iGOT Karmayogi Prototype Catalogue,True
IGOT_OPEN_201,FAIR Data Principles and Open Government Data (OGD),NIC / Open Data Unit,"Findable, Accessible, Interoperable, and Reusable data publishing architectures.",4.5,"Open Data Standards, Metadata Standards, APIs & Data Integration",Technical,Beginner,https://igotkarmayogi.gov.in/learn/course/igot_open_201,iGOT Karmayogi Prototype Catalogue,True
IGOT_ML_201,Natural Language Processing for Statistical Occupation Coding,MoSPI DIID / IIIT Delhi,Automating National Classification of Occupations (NCO) and NIC code assignment using NLP.,9.0,"AI & Machine Learning in Statistics, Python for Data Analysis, Metadata Standards",Technical,Advanced,https://igotkarmayogi.gov.in/learn/course/igot_ml_201,iGOT Karmayogi Prototype Catalogue,True
IGOT_CLOUD_201,Containerization and Docker for Statistical Analytics Pipelines,NIC Cloud Training,Packaging Python and R statistical codebases into repeatable Docker images for government cloud.,6.0,"Cloud Computing for Government, Python for Data Analysis, Cybersecurity & Data Protection",Digital Governance,Intermediate,https://igotkarmayogi.gov.in/learn/course/igot_cloud_201,iGOT Karmayogi Prototype Catalogue,True
IGOT_COMM_201,Parliamentary Q&A Drafting and Statistical Factsheet Preparation,MoSPI Coordination Wing,"Answering Starred/Unstarred Questions, rapid fact retrieval, and statistical vetting.",4.0,"Official Communication & Reporting, Public Service Ethics & Integrity",Behavioural / Managerial,Intermediate,https://igotkarmayogi.gov.in/learn/course/igot_comm_201,iGOT Karmayogi Prototype Catalogue,True
IGOT_AGRI_201,Remote Sensing & Satellite Imagery for Agricultural Crop Estimation,Mahalanobis National Crop Forecast Centre,"NDVI indices, crop area yield modeling, and integration with ground survey cutting.",8.0,"Agricultural Statistics, GIS & Spatial Statistics, AI & Machine Learning in Statistics",Statistical,Advanced,https://igotkarmayogi.gov.in/learn/course/igot_agri_201,iGOT Karmayogi Prototype Catalogue,True
IGOT_STATA_201,Multilevel and Hierarchical Modeling with Stata,ISI Delhi / NCAER,"Nested random effects, district-level clustering, and survey variance estimation.",8.5,"Stata Econometrics, Sampling Techniques, Survey Design",Technical,Advanced,https://igotkarmayogi.gov.in/learn/course/igot_stata_201,iGOT Karmayogi Prototype Catalogue,True
IGOT_DATA_GOV_101,National Data Governance Framework Policy (NDGFP),MeitY / Data Governance Unit,"Framework for anonymized non-personal data sharing, India Data Management Office (IDMO).",5.0,"Data Privacy & Anonymization, Open Data Standards, Digital Governance",Digital Governance,Intermediate,https://igotkarmayogi.gov.in/learn/course/igot_data_gov_101,iGOT Karmayogi Prototype Catalogue,True
